19105,2,238,307
19171,0
19291,0
19312,0
19328,0
19487,2,238,307
19494,0
19518,0
19631,2,238,307
19667,0
19682,3,262,298,286
19738,2,238,307
19802,0
19803,0
19952,0
19976,0
20024,2,238,307
20086,0
20131,3,262,298,286
20163,3,262,298,286
20353,2,238,307
20366,2,238,307
20407,3,262,298,286
20503,0
20534,0
20669,2,238,307
20681,2,238,307
20733,3,220,335,218
20758,3,220,335,218
21019,0
21049,0
21066,3,220,335,218
21099,2,238,307
21103,0
21496,2,238,307
21500,0
21716,0
21744,0
21768,0
21888,3,220,335,218
21984,0
22210,0
22218,2,193,236
22290,2,193,236
22305,0
22319,2,238,307
22371,0
22443,0
22499,0
22545,2,193,236
22556,2,238,307
22689,0
22818,0
22830,2,193,236
23104,2,193,236
23119,0
23145,0
23161,2,193,236
23219,2,193,236
23292,0
23326,2,238,307
23346,0
23452,3,372,209,324
23492,0
23507,0
23614,2,238,307
23700,3,372,209,324
23782,2,193,236
23876,0
23878,0
23930,0
24033,0
24155,2,238,307
24182,2,193,236
24205,2,193,236
24236,2,193,236
24283,0
24309,0
24366,3,372,209,324
24441,0
24442,0
24670,3,372,209,324
24697,0
24762,2,193,236
24804,2,238,307
24809,3,372,209,324
24826,2,238,307
25131,0
25148,3,372,209,324
25177,0
25344,0
25422,3,372,209,324
25601,0
25653,0
25744,2,238,307
25806,3,157,106,196
25885,0
25981,0
26044,0
26075,3,372,209,324
26172,0
26491,0
26496,2,193,236
26528,3,372,209,324
26542,3,372,209,324
26556,3,395,268,299
26566,0
26687,3,189,231,379
26782,2,193,236
26835,0
26836,2,193,236
26862,0
27136,0
27333,3,157,10,69
27425,0
27437,2,193,236
27487,0
27684,3,157,10,69
27766,3,157,10,69
27811,0
27815,0
27854,0
27871,3,395,268,299
27894,3,157,10,69
27902,2,193,236
27934,3,157,10,69
28022,0
28040,0
28044,3,157,10,69
28095,0
28117,2,193,236
28149,3,395,268,299
28253,3,395,268,299
28259,3,157,10,69
28308,3,395,268,299
28341,3,157,10,69
28368,2,193,236
28448,2,193,236
28452,0
28604,3,395,268,299
28737,3,395,268,299
28784,3,157,10,69
28840,0
28935,3,395,268,299
29021,3,157,10,69
29062,0
29071,0
29184,3,372,236,348
29233,3,157,10,69
29348,0
29470,3,372,236,348
29553,0
29591,0
29707,3,157,10,69
29716,0
29788,3,372,236,348
29799,0
29853,3,157,10,69
29993,0
30006,3,157,10,69
30017,0
30076,3,157,10,69
30109,0
30174,3,157,10,69
30191,3,372,236,348
30266,3,157,10,69
30300,0
30370,3,372,236,348
30431,3,372,236,348
30476,0
30761,2,193,236
30941,2,193,236
31005,3,157,10,69
31035,3,372,236,348
31085,2,193,236
31146,3,157,10,69
31279,3,157,10,69
31354,3,157,10,69
31454,3,372,236,348
31520,3,157,10,69
31595,1,202
31715,3,116,80,181
31785,3,116,80,181
31796,0
31969,0
32006,1,202
32067,3,116,80,181
32073,3,116,80,181
32108,0
32336,3,333,144,90
32381,3,116,80,181
32401,0
32418,3,116,80,181
32472,3,333,144,90
32532,1,202
32664,3,333,144,90
32680,0
32868,3,333,144,90
32952,3,116,80,181
32968,0
33057,3,116,80,181
33132,3,116,80,181
33168,3,116,80,181
33173,3,333,144,90
33269,0
33321,3,333,144,90
33382,1,202
33429,1,202
33459,3,116,80,181
33559,0
33648,3,333,144,90
33668,3,116,80,181
33709,0
33803,3,333,144,90
33809,1,202
33993,1,202
34028,3,116,80,181
34236,0
34240,3,333,144,90
34377,3,116,80,181
34478,3,116,80,181
34482,0
34505,0
34563,3,116,80,181
34590,3,116,80,181
34615,3,333,144,90
34625,0
34657,3,333,144,90
34679,3,333,144,90
34771,3,333,144,90
34797,3,333,144,90
34801,3,116,80,181
34850,0
34906,0
35000,0
35009,3,116,80,181
35078,3,333,144,90
35086,1,202
35364,3,116,80,181
35506,3,116,80,181
35534,2,405,379
35767,1,202
35768,3,333,144,90
35824,3,116,80,181
35951,0
36055,0
36091,2,405,379
36153,2,405,379
36415,3,116,80,181
36510,0
36661,3,333,144,90
36716,3,116,80,181
36914,3,116,80,181
37111,3,116,80,181
37159,2,405,379
37541,1,202
37604,1,202
37618,3,116,80,181
37676,0
37766,2,405,379
37772,2,405,379
