166,0
266,0
331,0
398,0
544,0
569,0
686,0
687,0
926,0
993,0
1125,0
1178,0
1194,0
1197,0
1208,0
1230,0
1262,0
1271,0
1369,0
1456,0
1668,0
1786,0
1895,0
2173,0
2232,0
2340,0
2368,0
2489,0
2603,0
2605,0
2776,0
2782,0
2799,0
2832,0
2835,0
2925,0
2929,0
3111,0
3263,0
3314,0
3380,0
3687,0
3794,0
3808,0
4130,0
4133,0
4166,0
4218,0
4354,0
4440,0
4500,0
4555,0
4584,0
4601,0
4645,0
4654,0
4684,0
4704,0
4737,0
4740,0
4777,0
4876,0
4899,0
4907,0
5090,0
5114,0
5123,0
5127,0
5200,0
5226,0
5237,0
5307,0
5312,0
5349,0
6162,0
6264,0
6281,0
6387,0
6526,0
6577,0
6613,0
6619,0
6665,0
6686,0
6745,0
6780,0
6790,0
6817,0
6851,0
6927,0
7016,0
7118,0
7152,0
7196,0
7217,0
7247,0
7264,0
7298,0
7351,0
7480,0
7492,0
7513,0
7516,0
7538,0
7620,0
7799,0
7847,0
7980,0
8021,0
8262,0
8387,0
8456,0
8460,0
8496,0
8700,0
8747,0
8787,0
8820,0
8837,0
8892,0
9178,0
9197,0
9307,0
9364,0
9407,0
9441,0
9509,0
9513,0
9518,0
9657,0
9688,0
9717,0
9722,0
9786,0
9895,0
9935,0
10061,0
10239,0
10368,0
10763,0
10786,0
10810,0
10853,0
10901,0
10906,0
11150,0
11184,0
11210,0
11212,0
11214,0
11272,0
11344,0
11378,0
11411,0
11645,0
11759,0
11813,0
11821,0
11990,0
12231,0
12235,0
12280,0
12324,0
12357,0
12405,0
12456,0
12519,0
12604,0
12613,0
12674,0
12734,0
12878,0
12899,0
12923,0
12947,0
13002,0
13003,0
13086,0
13151,0
13255,0
13275,0
13285,0
13433,0
13473,0
13527,0
13588,3,233,328,181
13685,0
13877,0
13984,0
14135,0
14144,0
14195,0
14209,0
14434,0
14465,3,233,328,181
14470,3,233,328,181
14584,0
14956,0
15024,0
15081,0
15105,2,238,307
15106,0
15166,0
15205,0
15269,2,238,307
15287,0
15341,0
15347,0
15431,2,238,307
15452,0
15457,0
15584,0
15824,0
16116,0
16148,0
16154,0
16187,0
16202,2,238,307
16219,0
16497,0
16513,0
16567,0
16894,0
16934,0
16955,0
17149,0
17454,0
17471,2,238,307
18128,0
18196,0
18225,2,238,307
18253,0
18260,0
18272,0
18516,2,238,307
18549,0
18590,0
18800,0
18817,2,238,307
18849,3,262,298,286
18879,3,262,298,286
18957,0
18970,0
18995,0
